Hours_Elapsed,Gas_MassFlow_kgs,Gas_Temp_In_C,Gas_Temp_Out_C,Gas_Press_In_bar,Gas_Press_Out_bar,Gas_PressureDrop_bar,Water_MassFlow_kgs,Water_Temp_In_C,Water_Temp_Out_C,Water_PressureDrop_bar,Calculated_LMTD_C,Calculated_U_Wm2K,Target_Fouling_Rf
4882,32.8978,140.00,29.51,35.0000,24.3141,10.6859,600.0000,29.24,119.76,3.0300,4.65,298.21,1.131158e-03
4883,33.6006,140.00,28.67,35.0000,24.3141,10.6859,600.0000,28.75,119.76,3.0300,0.00,298.19,1.131309e-03
4884,33.5800,140.00,28.37,35.0000,24.3141,10.6859,600.0000,28.23,119.76,3.0300,4.02,298.18,1.131460e-03
4885,33.2224,140.00,27.57,35.0000,24.3141,10.6859,600.0000,27.71,119.76,3.0300,0.00,298.17,1.131612e-03
4886,33.6965,140.00,27.15,35.0000,24.3141,10.6859,600.0000,27.22,119.76,3.0300,0.00,298.15,1.131763e-03
4887,32.8175,140.00,26.55,35.0000,24.3141,10.6859,600.0000,26.81,119.76,3.0300,0.00,298.14,1.131915e-03
4888,33.4802,140.00,26.45,35.0000,24.3141,10.6859,600.0000,26.49,119.76,3.0300,0.00,298.13,1.132066e-03
4889,33.3441,140.00,26.36,35.0000,24.3141,10.6859,600.0000,26.28,119.76,3.0300,3.59,298.11,1.132217e-03
4890,33.3472,140.00,26.30,35.0000,24.3141,10.6859,600.0000,26.21,119.76,3.0300,3.71,298.10,1.132369e-03
4891,33.1228,140.00,26.27,35.0000,24.3141,10.6859,600.0000,26.28,119.76,3.0300,0.00,298.09,1.132520e-03
4892,33.4223,140.00,26.50,35.0000,24.3141,10.6859,600.0000,26.47,119.76,3.0300,3.13,298.07,1.132671e-03
4893,33.7902,140.00,26.86,35.0000,24.3141,10.6859,600.0000,26.79,119.76,3.0300,3.56,298.06,1.132823e-03
4894,33.2319,140.00,27.14,35.0000,24.3141,10.6859,600.0000,27.20,119.76,3.0300,0.00,298.05,1.132974e-03
4895,33.7206,140.00,27.64,35.0000,24.3141,10.6859,600.0000,27.68,119.76,3.0300,0.00,298.03,1.133125e-03
4896,33.8130,140.00,28.21,35.0000,24.3141,10.6859,600.0000,28.19,119.76,3.0300,2.96,298.02,1.133277e-03
4897,33.5066,140.00,28.82,35.0000,24.3141,10.6859,600.0000,28.71,119.76,3.0300,3.87,298.00,1.133428e-03
4898,33.5599,140.00,29.17,35.0000,24.3141,10.6859,600.0000,29.18,119.76,3.0300,0.00,297.99,1.133579e-03
4899,33.5617,140.00,29.54,35.0000,24.3141,10.6859,600.0000,29.60,119.76,3.0300,0.00,297.98,1.133731e-03
4900,33.1000,140.00,29.88,35.0000,24.3141,10.6859,600.0000,29.91,119.76,3.0300,0.00,297.96,1.133882e-03
4901,33.4387,140.00,30.14,35.0000,24.3141,10.6859,600.0000,30.11,119.76,3.0300,3.14,297.95,1.134033e-03
4902,33.0036,140.00,30.22,35.0000,24.3141,10.6859,600.0000,30.17,119.76,3.0300,3.32,297.94,1.134185e-03
4903,33.0210,140.00,30.21,35.0000,24.3141,10.6859,600.0000,30.10,119.76,3.0300,3.85,297.92,1.134336e-03
4904,33.8571,140.00,29.89,35.0000,24.3141,10.6859,600.0000,29.90,119.76,3.0300,0.00,297.91,1.134487e-03
4905,33.7564,140.00,29.48,35.0000,24.3141,10.6859,600.0000,29.58,119.76,3.0300,0.00,297.90,1.134639e-03
4906,32.9773,140.00,29.22,35.0000,24.3141,10.6859,600.0000,29.16,119.76,3.0300,3.49,297.88,1.134790e-03
4907,33.1136,140.00,28.43,35.0000,24.3141,10.6859,600.0000,28.67,119.76,3.0300,0.00,297.87,1.134941e-03
4908,33.6027,140.00,28.13,35.0000,24.3141,10.6859,600.0000,28.15,119.76,3.0300,0.00,297.86,1.135093e-03
4909,33.2841,140.00,27.70,35.0000,24.3141,10.6859,600.0000,27.63,119.76,3.0300,3.58,297.84,1.135244e-03
4910,33.7885,140.00,27.18,35.0000,24.3141,10.6859,600.0000,27.14,119.76,3.0300,3.17,297.83,1.135395e-03
4911,33.1948,140.00,26.58,35.0000,24.3141,10.6859,600.0000,26.73,119.76,3.0300,0.00,297.82,1.135547e-03
4912,33.5683,140.00,26.42,35.0000,24.3141,10.6859,600.0000,26.41,119.76,3.0300,2.75,297.80,1.135698e-03
4913,32.9738,140.00,26.08,35.0000,24.3141,10.6859,600.0000,26.20,119.76,3.0300,0.00,297.79,1.135849e-03
4914,33.4170,140.00,26.17,35.0000,24.3141,10.6859,600.0000,26.13,119.76,3.0300,3.26,297.78,1.136001e-03
4915,33.6708,140.00,26.12,35.0000,24.3141,10.6859,600.0000,26.20,119.76,3.0300,0.00,297.76,1.136152e-03
4916,33.0948,140.00,26.28,35.0000,24.3141,10.6859,600.0000,26.39,119.76,3.0300,0.00,297.75,1.136303e-03
4917,33.5813,140.00,26.74,35.0000,24.3141,10.6859,600.0000,26.71,119.76,3.0300,3.13,297.74,1.136455e-03
4918,33.6245,140.00,27.26,35.0000,24.3141,10.6859,600.0000,27.12,119.76,3.0300,4.04,297.72,1.136606e-03
4919,33.8645,140.00,27.65,35.0000,24.3141,10.6859,600.0000,27.60,119.76,3.0300,3.41,297.71,1.136757e-03
4920,33.3864,140.00,28.17,35.0000,24.3141,10.6859,600.0000,28.11,119.76,3.0300,3.44,297.70,1.136909e-03
4921,33.1923,140.00,28.65,35.0000,24.3141,10.6859,600.0000,28.63,119.76,3.0300,2.93,297.68,1.137060e-03
4922,33.6413,140.00,29.12,35.0000,24.3141,10.6859,600.0000,29.10,119.76,3.0300,2.76,297.67,1.137211e-03
4923,33.0926,140.00,29.50,35.0000,24.3141,10.6859,600.0000,29.52,119.76,3.0300,0.00,297.66,1.137363e-03
4924,33.1068,140.00,29.83,35.0000,24.3141,10.6859,600.0000,29.83,119.76,3.0300,0.00,297.64,1.137514e-03
4925,33.5764,140.00,29.98,35.0000,24.3141,10.6859,600.0000,30.03,119.76,3.0300,0.00,297.63,1.137665e-03
4926,33.4898,140.00,30.02,35.0000,24.3141,10.6859,600.0000,30.09,119.76,3.0300,0.00,297.62,1.137816e-03
4927,33.2203,140.00,30.00,35.0000,24.3141,10.6859,600.0000,30.02,119.76,3.0300,0.00,297.60,1.137968e-03
4928,34.0484,140.00,29.90,35.0000,24.3141,10.6859,600.0000,29.82,119.76,3.0300,3.68,297.59,1.138119e-03
4929,33.2718,140.00,29.36,35.0000,24.3141,10.6859,600.0000,29.50,119.76,3.0300,0.00,297.58,1.138270e-03
4930,33.9620,140.00,29.13,35.0000,24.3141,10.6859,600.0000,29.08,119.76,3.0300,3.39,297.56,1.138422e-03
4931,33.3025,140.00,28.64,35.0000,24.3141,10.6859,600.0000,28.59,119.76,3.0300,3.32,297.55,1.138573e-03
4932,33.2535,140.00,28.01,35.0000,24.3141,10.6859,600.0000,28.07,119.76,3.0300,0.00,297.54,1.138724e-03
4933,33.9279,140.00,27.64,35.0000,24.3141,10.6859,600.0000,27.55,119.76,3.0300,3.68,297.52,1.138875e-03
4934,33.2279,140.00,27.00,35.0000,24.3141,10.6859,600.0000,27.07,119.76,3.0300,0.00,297.51,1.139027e-03
4935,33.4246,140.00,26.67,35.0000,24.3141,10.6859,600.0000,26.65,119.76,3.0300,3.03,297.50,1.139178e-03
4936,33.6572,140.00,26.41,35.0000,24.3141,10.6859,600.0000,26.33,119.76,3.0300,3.68,297.48,1.139329e-03
4937,33.7659,140.00,26.17,35.0000,24.3141,10.6859,600.0000,26.12,119.76,3.0300,3.28,297.47,1.139481e-03
4938,33.3385,140.00,26.12,35.0000,24.3141,10.6859,600.0000,26.05,119.76,3.0300,3.58,297.45,1.139632e-03
4939,34.1098,140.00,26.13,35.0000,24.3141,10.6859,600.0000,26.12,119.76,3.0300,2.82,297.44,1.139783e-03
4940,33.7829,140.00,26.40,35.0000,24.3141,10.6859,600.0000,26.31,119.76,3.0300,3.68,297.43,1.139934e-03
4941,33.1963,140.00,26.49,35.0000,24.3141,10.6859,600.0000,26.63,119.76,3.0300,0.00,297.41,1.140086e-03
4942,34.0774,140.00,27.02,35.0000,24.3141,10.6859,600.0000,27.04,119.76,3.0300,0.00,297.40,1.140237e-03
4943,33.7785,140.00,27.49,35.0000,24.3141,10.6859,600.0000,27.52,119.76,3.0300,0.00,297.39,1.140388e-03
4944,34.1268,140.00,28.08,35.0000,24.3141,10.6859,600.0000,28.03,119.76,3.0300,3.38,297.37,1.140540e-03
4945,33.5550,140.00,28.57,35.0000,24.3141,10.6859,600.0000,28.55,119.76,3.0300,3.06,297.36,1.140691e-03
4946,33.6801,140.00,28.95,35.0000,24.3141,10.6859,600.0000,29.03,119.76,3.0300,0.00,297.35,1.140842e-03
4947,33.4645,140.00,29.34,35.0000,24.3141,10.6859,600.0000,29.44,119.76,3.0300,0.00,297.33,1.140993e-03
4948,34.0098,140.00,29.72,35.0000,24.3141,10.6859,600.0000,29.75,119.76,3.0300,0.00,297.32,1.141145e-03
4949,34.1696,140.00,29.95,35.0000,24.3141,10.6859,600.0000,29.95,119.76,3.0300,2.15,297.31,1.141296e-03
4950,33.8465,140.00,29.97,35.0000,24.3141,10.6859,600.0000,30.01,119.76,3.0300,0.00,297.29,1.141447e-03
4951,33.4046,140.00,29.88,35.0000,24.3141,10.6859,600.0000,29.94,119.76,3.0300,0.00,297.28,1.141598e-03
4952,33.3188,140.00,29.73,35.0000,24.3141,10.6859,600.0000,29.74,119.76,3.0300,0.00,297.27,1.141750e-03
4953,34.0505,140.00,29.39,35.0000,24.3141,10.6859,600.0000,29.42,119.76,3.0300,0.00,297.25,1.141901e-03
4954,33.6698,140.00,29.11,35.0000,24.3141,10.6859,600.0000,29.00,119.76,3.0300,3.88,297.24,1.142052e-03
4955,33.8158,140.00,28.51,35.0000,24.3141,10.6859,600.0000,28.51,119.76,3.0300,2.10,297.23,1.142203e-03
4956,34.1814,140.00,27.95,35.0000,24.3141,10.6859,600.0000,27.99,119.76,3.0300,0.00,297.21,1.142355e-03
4957,33.4029,140.00,27.64,35.0000,24.3141,10.6859,600.0000,27.47,119.76,3.0300,4.19,297.20,1.142506e-03
4958,34.1025,140.00,26.91,35.0000,24.3141,10.6859,600.0000,26.99,119.76,3.0300,0.00,297.19,1.142657e-03
4959,33.6552,140.00,26.63,35.0000,24.3141,10.6859,600.0000,26.57,119.76,3.0300,3.45,297.17,1.142808e-03
4960,34.2550,140.00,26.20,35.0000,24.3141,10.6859,600.0000,26.25,119.76,3.0300,0.00,297.16,1.142960e-03
4961,34.1252,140.00,26.12,35.0000,24.3141,10.6859,600.0000,26.04,119.76,3.0300,3.57,297.15,1.143111e-03
4962,33.9483,140.00,25.92,35.0000,24.3141,10.6859,600.0000,25.97,119.76,3.0300,0.00,297.13,1.143262e-03
4963,33.9418,140.00,26.12,35.0000,24.3141,10.6859,600.0000,26.04,119.76,3.0300,3.68,297.12,1.143413e-03
4964,34.0432,140.00,26.17,35.0000,24.3141,10.6859,600.0000,26.23,119.76,3.0300,0.00,297.11,1.143565e-03
4965,34.0664,140.00,26.53,35.0000,24.3141,10.6859,600.0000,26.55,119.76,3.0300,0.00,297.09,1.143716e-03
4966,33.6630,140.00,27.01,35.0000,24.3141,10.6859,600.0000,26.96,119.76,3.0300,3.38,297.08,1.143867e-03
4967,34.0264,140.00,27.37,35.0000,24.3141,10.6859,600.0000,27.44,119.76,3.0300,0.00,297.07,1.144018e-03
4968,34.2560,140.00,27.89,35.0000,24.3141,10.6859,600.0000,27.95,119.76,3.0300,0.00,297.05,1.144170e-03
4969,33.6340,140.00,28.52,35.0000,24.3141,10.6859,600.0000,28.47,119.76,3.0300,3.36,297.04,1.144321e-03
4970,33.8715,140.00,29.08,35.0000,24.3141,10.6859,600.0000,28.95,119.76,3.0300,4.02,297.03,1.144472e-03
4971,33.6413,140.00,29.35,35.0000,24.3141,10.6859,600.0000,29.36,119.76,3.0300,0.00,297.01,1.144623e-03
4972,33.5257,140.00,29.75,35.0000,24.3141,10.6859,600.0000,29.67,119.76,3.0300,3.63,297.00,1.144775e-03
4973,33.7404,140.00,29.90,35.0000,24.3141,10.6859,600.0000,29.87,119.76,3.0300,3.13,296.99,1.144926e-03
4974,34.0467,140.00,30.00,35.0000,24.3141,10.6859,600.0000,29.93,119.76,3.0300,3.54,296.97,1.145077e-03
4975,34.4381,140.00,29.85,35.0000,24.3141,10.6859,600.0000,29.86,119.76,3.0300,0.00,296.96,1.145228e-03
4976,33.7594,140.00,29.57,35.0000,24.3141,10.6859,600.0000,29.66,119.76,3.0300,0.00,296.95,1.145380e-03
4977,33.5975,140.00,29.19,35.0000,24.3141,10.6859,600.0000,29.34,119.76,3.0300,0.00,296.93,1.145531e-03
4978,33.6992,140.00,28.92,35.0000,24.3141,10.6859,600.0000,28.92,119.76,3.0300,0.00,296.92,1.145682e-03
4979,34.0621,140.00,28.39,35.0000,24.3141,10.6859,600.0000,28.43,119.76,3.0300,0.00,296.91,1.145833e-03
4980,34.4859,140.00,27.92,35.0000,24.3141,10.6859,600.0000,27.91,119.76,3.0300,2.50,296.89,1.145984e-03
4981,34.0494,140.00,27.40,35.0000,24.3141,10.6859,600.0000,27.39,119.76,3.0300,2.50,296.88,1.146136e-03
4982,34.0014,140.00,26.95,35.0000,24.3141,10.6859,600.0000,26.91,119.76,3.0300,3.32,296.87,1.146287e-03
4983,34.2120,140.00,26.54,35.0000,24.3141,10.6859,600.0000,26.49,119.76,3.0300,3.35,296.85,1.146438e-03
4984,34.1868,140.00,26.16,35.0000,24.3141,10.6859,600.0000,26.17,119.76,3.0300,0.00,296.84,1.146589e-03
4985,33.8133,140.00,25.99,35.0000,24.3141,10.6859,600.0000,25.97,119.76,3.0300,2.93,296.83,1.146740e-03
4986,33.8763,140.00,25.95,35.0000,24.3141,10.6859,600.0000,25.89,119.76,3.0300,3.39,296.81,1.146892e-03
4987,33.8390,140.00,26.07,35.0000,24.3141,10.6859,600.0000,25.96,119.76,3.0300,3.83,296.80,1.147043e-03
4988,33.9849,140.00,26.21,35.0000,24.3141,10.6859,600.0000,26.16,119.76,3.0300,3.40,296.79,1.147194e-03
4989,34.4057,140.00,26.45,35.0000,24.3141,10.6859,600.0000,26.47,119.76,3.0300,0.00,296.77,1.147345e-03
4990,34.2400,140.00,26.86,35.0000,24.3141,10.6859,600.0000,26.88,119.76,3.0300,0.00,296.76,1.147497e-03
4991,33.7785,140.00,27.34,35.0000,24.3141,10.6859,600.0000,27.36,119.76,3.0300,0.00,296.75,1.147648e-03
4992,34.6910,140.00,27.89,35.0000,24.3141,10.6859,600.0000,27.87,119.76,3.0300,2.76,296.73,1.147799e-03
4993,34.2933,140.00,28.41,35.0000,24.3141,10.6859,600.0000,28.39,119.76,3.0300,2.90,296.72,1.147950e-03
4994,34.1010,140.00,28.91,35.0000,24.3141,10.6859,600.0000,28.87,119.76,3.0300,3.20,296.71,1.148101e-03
4995,34.2615,140.00,29.24,35.0000,24.3141,10.6859,600.0000,29.28,119.76,3.0300,0.00,296.69,1.148253e-03
4996,33.9298,140.00,29.67,35.0000,24.3141,10.6859,600.0000,29.59,119.76,3.0300,3.59,296.68,1.148404e-03
4997,34.0999,140.00,29.73,35.0000,24.3141,10.6859,600.0000,29.79,119.76,3.0300,0.00,296.67,1.148555e-03
4998,33.9786,140.00,29.88,35.0000,24.3141,10.6859,600.0000,29.86,119.76,3.0300,3.06,296.65,1.148706e-03
4999,34.2925,140.00,29.79,35.0000,24.3141,10.6859,600.0000,29.78,119.76,3.0300,2.43,296.64,1.148857e-03
5000,34.8333,140.00,29.63,35.0000,24.3141,10.6859,600.0000,29.58,119.76,3.0300,3.38,296.63,1.149008e-03
5001,34.1318,140.00,140.00,35.0000,35.0000,0.0000,600.0000,29.26,29.26,0.0000,110.74,296.61,1.149160e-03
5002,34.4116,140.00,28.85,35.0000,24.3141,10.6859,600.0000,28.84,119.76,3.0300,2.25,296.60,1.149311e-03
5003,34.8257,140.00,28.35,35.0000,24.3141,10.6859,600.0000,28.36,119.76,3.0300,0.00,296.59,1.149462e-03
5004,34.7613,140.00,27.83,35.0000,24.3141,10.6859,600.0000,27.84,119.76,3.0300,0.00,296.57,1.149613e-03
5005,34.1492,140.00,27.36,35.0000,24.3141,10.6859,600.0000,27.32,119.76,3.0300,3.31,296.56,1.149764e-03
5006,34.8464,140.00,26.81,35.0000,24.3141,10.6859,600.0000,26.83,119.76,3.0300,0.00,296.55,1.149916e-03
5007,34.9398,140.00,26.44,35.0000,24.3141,10.6859,600.0000,26.41,119.76,3.0300,3.14,296.53,1.150067e-03
5008,34.7390,140.00,26.08,35.0000,24.3141,10.6859,600.0000,26.09,119.76,3.0300,0.00,296.52,1.150218e-03
5009,34.8469,140.00,25.87,35.0000,24.3141,10.6859,600.0000,25.89,119.76,3.0300,0.00,296.51,1.150369e-03
5010,34.1404,140.00,25.82,35.0000,24.3141,10.6859,600.0000,25.82,119.76,3.0300,1.97,296.49,1.150520e-03
5011,34.5446,140.00,25.95,35.0000,24.3141,10.6859,600.0000,25.88,119.76,3.0300,3.56,296.48,1.150672e-03
5012,34.2994,140.00,26.07,35.0000,24.3141,10.6859,600.0000,26.08,119.76,3.0300,0.00,296.47,1.150823e-03
5013,34.1434,140.00,26.36,35.0000,24.3141,10.6859,600.0000,26.39,119.76,3.0300,0.00,296.45,1.150974e-03
5014,34.5563,140.00,26.84,35.0000,24.3141,10.6859,600.0000,26.80,119.76,3.0300,3.15,296.44,1.151125e-03
5015,34.6164,140.00,27.28,35.0000,24.3141,10.6859,600.0000,27.28,119.76,3.0300,2.16,296.43,1.151276e-03
5016,34.8734,140.00,27.78,35.0000,24.3141,10.6859,600.0000,27.80,119.76,3.0300,0.00,296.41,1.151427e-03
5017,35.0497,140.00,28.33,35.0000,24.3141,10.6859,600.0000,28.31,119.76,3.0300,2.95,296.40,1.151579e-03
5018,34.5566,140.00,28.74,35.0000,24.3141,10.6859,600.0000,28.79,119.76,3.0300,0.00,296.39,1.151730e-03
5019,34.2061,140.00,29.25,35.0000,24.3141,10.6859,600.0000,29.20,119.76,3.0300,3.39,296.38,1.151881e-03
5020,34.4224,140.00,29.60,35.0000,24.3141,10.6859,600.0000,29.52,119.76,3.0300,3.64,296.36,1.152032e-03
5021,35.0017,140.00,29.70,35.0000,24.3141,10.6859,600.0000,29.71,119.76,3.0300,0.00,296.35,1.152183e-03
5022,34.4864,140.00,29.81,35.0000,24.3141,10.6859,600.0000,29.78,119.76,3.0300,3.18,296.34,1.152334e-03
5023,34.2559,140.00,29.73,35.0000,24.3141,10.6859,600.0000,29.71,119.76,3.0300,3.03,296.32,1.152485e-03
5024,34.6858,140.00,29.52,35.0000,24.3141,10.6859,600.0000,29.50,119.76,3.0300,2.75,296.31,1.152637e-03
5025,34.8835,140.00,29.21,35.0000,24.3141,10.6859,600.0000,29.18,119.76,3.0300,2.98,296.30,1.152788e-03
5026,34.5902,140.00,28.82,35.0000,24.3141,10.6859,600.0000,28.77,119.76,3.0300,3.46,296.28,1.152939e-03
5027,35.1895,140.00,28.28,35.0000,24.3141,10.6859,600.0000,28.28,119.76,3.0300,0.00,296.27,1.153090e-03
5028,34.7114,140.00,27.76,35.0000,24.3141,10.6859,600.0000,27.76,119.76,3.0300,2.42,296.26,1.153241e-03
5029,34.8137,140.00,27.22,35.0000,24.3141,10.6859,600.0000,27.24,119.76,3.0300,0.00,296.24,1.153392e-03
5030,34.5836,140.00,26.69,35.0000,24.3141,10.6859,600.0000,26.75,119.76,3.0300,0.00,296.23,1.153544e-03
5031,34.9277,140.00,26.34,35.0000,24.3141,10.6859,600.0000,26.34,119.76,3.0300,1.79,296.22,1.153695e-03
5032,34.7358,140.00,26.00,35.0000,24.3141,10.6859,600.0000,26.01,119.76,3.0300,0.00,296.20,1.153846e-03
5033,34.8765,140.00,25.82,35.0000,24.3141,10.6859,600.0000,25.81,119.76,3.0300,2.76,296.19,1.153997e-03
5034,35.3176,140.00,25.75,35.0000,24.3141,10.6859,600.0000,25.74,119.76,3.0300,2.71,296.18,1.154148e-03
5035,35.3340,140.00,25.82,35.0000,24.3141,10.6859,600.0000,25.80,119.76,3.0300,2.73,296.16,1.154299e-03
5036,35.3890,140.00,25.99,35.0000,24.3141,10.6859,600.0000,26.00,119.76,3.0300,0.00,296.15,1.154450e-03
5037,34.6783,140.00,26.34,35.0000,24.3141,10.6859,600.0000,26.32,119.76,3.0300,2.94,296.14,1.154602e-03
5038,35.1534,140.00,26.75,35.0000,24.3141,10.6859,600.0000,26.73,119.76,3.0300,2.95,296.12,1.154753e-03
5039,35.0301,140.00,27.20,35.0000,24.3141,10.6859,600.0000,27.21,119.76,3.0300,0.00,296.11,1.154904e-03
5040,34.6745,140.00,27.70,35.0000,24.3141,10.6859,600.0000,27.72,119.76,3.0300,0.00,296.10,1.155055e-03
5041,34.5524,140.00,28.23,35.0000,24.3141,10.6859,600.0000,28.23,119.76,3.0300,0.00,296.08,1.155206e-03
5042,34.9810,140.00,28.74,35.0000,24.3141,10.6859,600.0000,28.71,119.76,3.0300,3.02,296.07,1.155357e-03
5043,34.7011,140.00,29.14,35.0000,24.3141,10.6859,600.0000,29.13,119.76,3.0300,2.72,296.06,1.155508e-03
5044,35.3169,140.00,29.46,35.0000,24.3141,10.6859,600.0000,29.44,119.76,3.0300,2.89,296.04,1.155659e-03
5045,34.7201,140.00,29.66,35.0000,24.3141,10.6859,600.0000,29.64,119.76,3.0300,2.92,296.03,1.155811e-03
5046,35.2348,140.00,29.70,35.0000,24.3141,10.6859,600.0000,29.70,119.76,3.0300,0.00,296.02,1.155962e-03
5047,35.4798,140.00,29.62,35.0000,24.3141,10.6859,600.0000,29.63,119.76,3.0300,0.00,296.00,1.156113e-03
5048,34.8001,140.00,29.39,35.0000,24.3141,10.6859,600.0000,29.43,119.76,3.0300,0.00,295.99,1.156264e-03
5049,35.3800,140.00,29.11,35.0000,24.3141,10.6859,600.0000,29.11,119.76,3.0300,2.43,295.98,1.156415e-03
5050,35.1201,140.00,28.71,35.0000,24.3141,10.6859,600.0000,28.69,119.76,3.0300,3.01,295.96,1.156566e-03
5051,34.9856,140.00,28.23,35.0000,24.3141,10.6859,600.0000,28.20,119.76,3.0300,2.96,295.95,1.156717e-03
5052,35.0217,140.00,27.74,35.0000,24.3141,10.6859,600.0000,27.68,119.76,3.0300,3.40,295.94,1.156868e-03
5053,35.4469,140.00,27.15,35.0000,24.3141,10.6859,600.0000,27.16,119.76,3.0300,0.00,295.92,1.157020e-03
5054,34.8379,140.00,26.64,35.0000,24.3141,10.6859,600.0000,26.68,119.76,3.0300,0.00,295.91,1.157171e-03
5055,35.3384,140.00,26.25,35.0000,24.3141,10.6859,600.0000,26.26,119.76,3.0300,0.00,295.90,1.157322e-03
5056,35.2909,140.00,25.94,35.0000,24.3141,10.6859,600.0000,25.94,119.76,3.0300,2.51,295.88,1.157473e-03
5057,35.6639,140.00,25.72,35.0000,24.3141,10.6859,600.0000,25.73,119.76,3.0300,0.00,295.87,1.157624e-03
5058,35.6646,140.00,25.66,35.0000,24.3141,10.6859,600.0000,25.66,119.76,3.0300,0.00,295.86,1.157775e-03
5059,35.0080,140.00,25.71,35.0000,24.3141,10.6859,600.0000,25.73,119.76,3.0300,0.00,295.84,1.157926e-03
5060,35.3777,140.00,25.93,35.0000,24.3141,10.6859,600.0000,25.92,119.76,3.0300,2.45,295.83,1.158077e-03
5061,35.3192,140.00,26.26,35.0000,24.3141,10.6859,600.0000,26.24,119.76,3.0300,3.01,295.82,1.158228e-03
5062,34.8914,140.00,26.64,35.0000,24.3141,10.6859,600.0000,26.65,119.76,3.0300,0.00,295.81,1.158380e-03
5063,35.4240,140.00,27.14,35.0000,24.3141,10.6859,600.0000,27.13,119.76,3.0300,2.60,295.79,1.158531e-03
5064,35.4948,140.00,27.66,35.0000,24.3141,10.6859,600.0000,27.64,119.76,3.0300,2.79,295.78,1.158682e-03
5065,35.1284,140.00,28.14,35.0000,24.3141,10.6859,600.0000,28.16,119.76,3.0300,0.00,295.77,1.158833e-03
5066,35.7374,140.00,28.64,35.0000,24.3141,10.6859,600.0000,28.64,119.76,3.0300,0.00,295.75,1.158984e-03
5067,34.9853,140.00,29.06,35.0000,24.3141,10.6859,600.0000,29.05,119.76,3.0300,2.51,295.74,1.159135e-03
5068,35.8034,140.00,29.36,35.0000,24.3141,10.6859,600.0000,29.36,119.76,3.0300,0.00,295.73,1.159286e-03
5069,35.5189,140.00,29.55,35.0000,24.3141,10.6859,600.0000,29.56,119.76,3.0300,0.00,295.71,1.159437e-03
5070,35.0730,140.00,29.65,35.0000,24.3141,10.6859,600.0000,29.63,119.76,3.0300,3.05,295.70,1.159588e-03
5071,35.1719,140.00,29.54,35.0000,24.3141,10.6859,600.0000,29.55,119.76,3.0300,0.00,295.69,1.159739e-03
5072,35.1944,140.00,29.37,35.0000,24.3141,10.6859,600.0000,29.35,119.76,3.0300,2.90,295.67,1.159891e-03
5073,35.8765,140.00,29.03,35.0000,24.3141,10.6859,600.0000,29.03,119.76,3.0300,0.00,295.66,1.160042e-03
5074,35.6886,140.00,28.60,35.0000,24.3141,10.6859,600.0000,28.61,119.76,3.0300,0.00,295.65,1.160193e-03
5075,35.8384,140.00,28.13,35.0000,24.3141,10.6859,600.0000,28.13,119.76,3.0300,0.00,295.63,1.160344e-03
5076,35.2661,140.00,27.59,35.0000,24.3141,10.6859,600.0000,27.61,119.76,3.0300,0.00,295.62,1.160495e-03
5077,35.4583,140.00,27.08,35.0000,24.3141,10.6859,600.0000,27.09,119.76,3.0300,0.00,295.61,1.160646e-03
5078,35.0906,140.00,26.60,35.0000,24.3141,10.6859,600.0000,26.60,119.76,3.0300,2.15,295.59,1.160797e-03
5079,35.5690,140.00,26.20,35.0000,24.3141,10.6859,600.0000,26.18,119.76,3.0300,2.77,295.58,1.160948e-03
5080,35.5463,140.00,25.87,35.0000,24.3141,10.6859,600.0000,25.86,119.76,3.0300,2.46,295.57,1.161099e-03
5081,35.3143,140.00,25.67,35.0000,24.3141,10.6859,600.0000,25.66,119.76,3.0300,2.56,295.55,1.161250e-03
5082,35.6054,140.00,25.58,35.0000,24.3141,10.6859,600.0000,25.59,119.76,3.0300,0.00,295.54,1.161401e-03
5083,35.6219,140.00,25.65,35.0000,24.3141,10.6859,600.0000,25.65,119.76,3.0300,1.74,295.53,1.161552e-03
5084,35.4830,140.00,25.85,35.0000,24.3141,10.6859,600.0000,25.85,119.76,3.0300,2.39,295.51,1.161704e-03
5085,35.5804,140.00,26.18,35.0000,24.3141,10.6859,600.0000,26.16,119.76,3.0300,2.75,295.50,1.161855e-03
5086,35.3500,140.00,26.58,35.0000,24.3141,10.6859,600.0000,26.57,119.76,3.0300,2.09,295.49,1.162006e-03
5087,35.8647,140.00,27.05,35.0000,24.3141,10.6859,600.0000,27.05,119.76,3.0300,0.00,295.48,1.162157e-03
5088,35.9904,140.00,27.57,35.0000,24.3141,10.6859,600.0000,27.57,119.76,3.0300,0.00,295.46,1.162308e-03
5089,35.3359,140.00,28.10,35.0000,24.3141,10.6859,600.0000,28.08,119.76,3.0300,2.77,295.45,1.162459e-03
5090,35.2930,140.00,28.59,35.0000,24.3141,10.6859,600.0000,28.56,119.76,3.0300,3.12,295.44,1.162610e-03
5091,35.8669,140.00,28.98,35.0000,24.3141,10.6859,600.0000,28.97,119.76,3.0300,2.42,295.42,1.162761e-03
5092,35.9447,140.00,29.29,35.0000,24.3141,10.6859,600.0000,29.29,119.76,3.0300,2.02,295.41,1.162912e-03
5093,35.7096,140.00,29.49,35.0000,24.3141,10.6859,600.0000,29.48,119.76,3.0300,2.15,295.40,1.163063e-03
